UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL121004,0,17,5,9,0,7,0,0,0,41,0,15,0,8,0,0,0,0,0,25,0,0,0,0,21,0,0,0,0,26,4,5,0,18,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,7,40,10,47,33,9,4,3,0,152,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,28,0,3,0,3,7,0,49,4,0,17,0,0,5,0,0,0,30,0,3,3,5,0,0,0,0,0,14,0,24,0,11,0,7,0,0,0,39,0,18,0,11,0,0,0,0,0,35,4,3,0,0,23,3,0,3,0,38,4,5,0,21,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,6
UCL121005,0,14,4,5,0,0,0,0,0,20,0,10,0,0,3,0,0,0,0,13,0,3,0,4,7,0,0,0,0,13,0,6,0,0,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,32,4,11,20,4,0,0,7,88,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,4,0,0,33,3,0,15,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,3,0,9,4,5,0,0,0,0,0,23,7,12,0,0,3,0,0,0,0,18,3,3,5,3,12,0,0,0,0,30,0,4,0,5,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,3
UCL121006,0,9,3,0,0,5,0,0,0,24,0,16,0,0,3,0,0,0,0,21,3,4,0,4,7,6,0,4,0,23,0,4,0,3,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,37,7,10,18,4,0,4,6,89,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,4,0,27,6,0,25,0,0,0,4,0,0,31,0,0,4,0,0,0,0,0,0,11,0,9,3,3,0,5,0,0,0,26,0,15,0,0,3,0,0,0,0,25,7,4,0,0,6,6,0,4,0,31,0,4,0,7,3,0,0,0,0,22,0,0,3,0,0,0,0,0,0,4
UCL121007,0,6,0,4,0,0,0,0,0,11,0,4,0,4,3,0,0,0,0,16,3,0,0,0,5,0,0,0,0,17,0,0,0,9,5,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,17,7,15,17,3,0,15,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,0,0,0,4,4,0,30,0,0,5,0,0,0,0,4,0,5,0,3,0,0,4,0,3,9,0,17,0,10,0,4,0,0,0,0,0,13,0,6,0,4,3,0,0,0,0,16,0,6,0,0,9,0,0,0,0,29,0,0,0,13,5,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0
UCL121008,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,6,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL121009,0,3,4,6,4,0,3,4,0,21,0,6,0,0,0,0,0,0,0,10,3,3,0,0,3,3,0,0,0,14,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3,21,10,5,9,14,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,20,5,0,51,0,0,4,0,0,0,3,0,0,9,0,0,4,0,0,0,3,4,0,9,0,5,4,9,4,0,3,4,0,30,0,9,0,0,0,0,4,0,0,14,8,3,0,0,3,3,6,5,0,28,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL121010,4,8,0,10,5,0,0,0,0,23,0,15,0,0,3,0,0,0,0,17,6,9,6,0,9,4,0,0,0,22,0,3,0,4,0,0,0,0,0,13,3,4,0,0,0,4,0,0,0,10,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,6,17,15,3,0,0,0,99,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,21,9,0,19,0,0,0,0,0,0,37,0,0,0,0,0,0,0,5,0,4,4,13,0,10,5,0,0,0,0,31,0,17,0,0,3,0,0,0,0,20,17,8,6,6,11,0,0,0,0,38,6,5,0,0,3,3,0,0,0,19,3,3,0,0,0,4,0,0,0,13
UCL121011,0,0,0,3,0,0,0,0,0,22,0,0,0,7,0,0,0,0,0,13,0,3,0,7,4,0,0,0,0,18,0,5,0,13,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,5,28,9,10,0,6,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,3,0,0,0,0,0,22,0,0,5,0,0,0,0,0,0,8,0,4,5,0,0,0,0,0,0,11,0,6,6,7,0,0,0,0,0,27,0,0,0,7,0,0,0,0,0,11,0,3,0,8,4,0,0,6,0,23,0,5,0,17,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,10
UCL121012,0,16,3,8,4,0,0,0,0,35,0,9,0,4,4,0,0,0,0,20,3,7,0,4,16,5,0,0,0,41,0,8,0,0,0,0,0,0,0,13,0,0,0,5,4,0,0,0,0,11,0,0,0,3,4,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,12,25,31,11,4,0,3,152,0,5,5,5,0,4,0,0,0,15,3,0,0,0,0,0,0,0,0,9,11,9,29,4,3,3,3,8,5,72,4,3,15,0,0,0,5,4,0,29,0,0,0,0,0,0,3,0,0,5,3,23,3,8,4,0,0,0,0,42,5,15,0,4,4,0,0,0,0,28,12,9,6,0,20,9,0,0,0,53,0,11,0,3,3,0,0,0,0,28,0,0,0,5,4,0,0,0,0,9
UCL121013,0,11,0,6,0,0,0,0,0,20,4,17,0,0,0,0,0,0,0,25,4,0,0,4,6,0,0,0,0,16,0,5,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,0,21,7,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,7,0,0,19,0,0,4,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,14,0,11,0,0,0,0,0,30,5,20,0,0,0,0,0,0,0,26,3,0,0,4,4,0,0,0,0,20,5,5,0,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3
UCL121014,0,3,0,0,3,0,0,0,0,13,0,9,0,3,0,0,0,0,0,11,0,4,0,3,5,0,0,3,0,14,0,4,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,4,22,10,7,3,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,0,0,6,0,0,26,0,0,3,0,0,0,5,0,0,11,0,0,4,0,0,0,0,3,0,8,0,4,0,6,3,0,0,0,0,11,0,13,0,3,0,0,0,0,0,19,0,3,0,3,5,0,4,10,0,24,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
UCL121015,0,6,0,0,0,0,0,0,0,16,5,13,0,0,0,0,0,0,0,20,9,4,0,0,15,3,0,0,0,41,7,14,0,11,6,0,0,0,0,36,0,7,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,11,21,27,9,0,3,3,149,9,8,0,3,0,3,0,0,0,20,5,0,0,0,0,0,0,0,0,6,15,9,26,0,5,0,0,5,0,57,9,3,8,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,20,5,19,0,0,0,0,0,0,0,32,16,13,0,3,16,7,0,0,0,52,8,14,0,12,4,0,0,5,0,47,0,11,0,0,4,0,0,3,0,17
UCL121016,0,9,0,4,0,0,0,0,0,17,0,10,0,0,0,0,0,0,0,8,0,4,0,3,9,0,0,0,0,20,0,8,0,7,0,0,0,0,3,15,0,0,0,0,5,0,0,0,0,9,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,30,7,13,17,4,0,10,7,83,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,5,0,0,22,0,0,11,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,9,0,4,0,0,0,0,0,18,0,11,0,6,0,0,0,0,0,12,0,7,0,3,17,3,0,0,0,34,0,8,0,8,3,0,0,0,3,24,0,4,0,5,5,0,0,0,0,16
UCL121017,3,20,0,11,0,0,0,0,0,31,0,17,0,4,0,0,0,0,0,29,10,9,0,3,21,4,0,0,0,51,3,5,0,8,4,0,0,0,0,25,0,3,0,0,0,0,0,0,0,9,0,0,4,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,17,60,11,35,35,7,4,4,3,170,0,3,0,0,0,0,0,0,0,7,0,5,4,0,0,0,0,0,0,9,10,8,26,0,0,0,5,7,0,55,9,0,10,0,0,0,0,4,0,32,0,0,6,0,0,0,0,0,0,8,10,15,0,12,0,0,0,0,0,40,3,27,0,4,0,0,0,0,0,38,15,19,4,4,25,6,0,0,0,72,8,8,0,16,4,0,0,0,0,40,0,8,0,0,0,0,0,0,0,13
UCL121018,0,6,0,8,3,0,0,0,0,14,0,5,0,6,0,3,0,0,0,16,9,0,0,3,16,10,0,0,0,33,0,4,0,6,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,4,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,21,6,25,27,14,0,4,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,43,0,3,0,10,10,0,80,0,0,13,0,0,0,0,0,0,17,0,0,0,0,9,0,0,3,0,11,0,14,0,8,3,0,0,0,0,22,0,5,4,6,0,3,0,0,0,16,9,0,0,3,15,13,0,4,0,40,0,8,0,11,0,0,0,6,0,27,0,0,0,0,4,0,0,0,0,3
UCL121019,4,25,0,6,0,0,0,0,0,35,0,15,0,9,0,0,0,0,0,24,6,10,0,3,17,0,0,0,0,37,3,11,0,0,0,3,0,5,0,16,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,63,4,19,25,0,0,0,0,141,4,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,3,9,16,0,0,0,3,3,0,42,3,0,9,0,0,0,3,0,0,14,3,3,3,0,0,0,0,0,0,9,9,35,4,4,0,0,0,0,0,51,4,21,0,9,0,0,0,0,0,30,13,10,0,9,15,3,3,0,0,54,3,8,0,9,6,3,0,5,0,28,0,4,0,0,3,0,0,0,0,8
UCL121020,0,16,0,4,0,0,0,0,0,19,0,10,0,5,0,0,0,0,0,12,3,8,0,0,16,0,0,0,0,29,4,4,0,6,3,4,0,0,0,26,0,8,0,3,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,10,19,23,6,0,3,0,123,0,5,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,3,0,0,16,3,0,12,0,0,0,0,0,0,18,5,4,0,4,0,0,0,4,0,14,5,20,0,4,0,0,0,0,0,27,0,17,0,5,0,0,0,0,0,24,10,16,0,0,18,0,0,0,0,41,4,10,0,8,3,0,0,0,0,29,0,18,0,3,0,3,0,0,0,29
UCL121021,0,0,0,7,5,0,0,0,0,12,0,24,0,0,0,0,0,0,0,27,3,3,0,3,7,0,0,0,0,14,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,3,18,14,0,0,3,0,86,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,7,3,0,28,3,0,5,0,0,0,5,0,0,9,5,8,0,0,0,0,0,3,0,17,0,7,0,10,5,0,0,0,0,21,0,27,0,0,0,0,0,0,0,31,4,3,0,3,10,0,0,5,0,23,0,0,3,11,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL121022,0,8,0,3,0,0,0,0,0,13,0,13,0,3,0,0,0,0,0,19,0,0,0,0,4,3,0,0,0,11,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,7,26,8,13,15,8,5,8,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,4,0,25,0,0,10,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,7,0,10,0,3,0,5,0,0,0,17,5,15,0,3,0,0,0,0,0,22,0,0,0,0,4,3,0,0,0,15,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3
UCL121023,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,6,0,0,0,5,3,0,0,0,8,0,0,0,3,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,15,0,8,14,3,0,4,6,43,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,17,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,6,6,0,0,6,3,0,0,0,17,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,5
UCL121024,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,4,0,0,0,17,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,10,0,12,14,7,0,0,0,67,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,21,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,5,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,4,0,0,0,21,0,0,0,8,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0
UCL121025,5,14,0,4,0,0,0,0,0,23,0,9,0,8,6,0,0,0,0,20,3,3,0,5,13,0,0,0,0,23,0,5,0,8,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,3,25,26,7,0,5,3,121,0,8,0,0,0,0,0,6,0,15,0,9,0,0,0,0,0,0,0,12,7,6,7,0,0,3,3,0,0,29,3,0,13,0,0,0,0,4,0,21,0,3,4,0,0,0,0,4,0,16,5,17,0,4,0,0,0,0,0,28,0,18,0,9,6,0,0,0,3,27,11,10,0,5,13,0,0,0,0,39,3,13,0,6,0,0,0,0,0,29,5,10,3,0,4,0,0,0,0,15
UCL121026,0,20,0,14,0,6,0,0,0,37,4,30,0,6,3,0,0,0,0,47,4,5,0,0,11,0,0,0,0,29,4,10,0,5,0,0,0,0,0,21,3,5,0,0,0,0,0,0,0,9,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,73,4,29,25,6,0,3,5,167,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,5,4,11,0,5,0,0,6,0,36,4,5,20,0,0,0,0,3,0,37,0,0,0,0,0,0,0,4,0,9,3,24,0,10,0,6,0,0,0,42,3,41,0,6,3,0,0,0,0,63,9,9,0,4,11,0,0,0,0,47,5,8,0,5,0,0,0,0,0,27,3,3,5,0,0,0,0,0,0,11
UCL121027,3,14,0,0,3,0,0,0,0,28,0,18,0,4,0,0,0,0,0,26,0,3,0,4,15,3,0,0,0,27,0,3,0,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,45,4,19,25,10,4,10,0,127,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,11,0,4,10,3,0,0,6,0,0,25,5,5,12,0,0,0,3,4,0,27,4,0,0,0,0,0,0,0,0,3,4,22,0,4,3,0,0,3,0,41,0,26,0,4,0,0,0,6,0,30,4,3,0,4,15,5,0,0,0,36,0,3,0,10,0,0,0,6,0,21,0,4,0,0,0,0,0,0,0,6
UCL121028,0,9,0,0,0,0,0,0,0,20,4,10,0,4,4,0,0,0,0,24,0,8,0,0,11,4,0,0,0,19,3,7,0,10,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,5,21,21,5,0,0,4,109,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,5,12,0,0,0,0,5,0,26,0,3,20,0,0,0,0,0,0,34,0,0,0,3,0,0,0,3,0,7,0,9,0,0,0,0,0,0,0,20,5,13,0,9,4,0,0,0,0,38,3,9,0,3,11,4,0,0,0,28,7,12,0,16,4,0,0,0,0,36,0,9,3,0,0,0,0,0,0,12
UCL121029,0,7,0,3,0,0,0,0,0,15,3,5,0,0,0,0,0,0,0,11,0,6,0,0,4,9,0,0,0,17,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,5,15,10,6,6,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,8,0,29,0,0,5,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,4,0,7,0,6,0,0,0,0,0,13,3,5,0,0,0,0,0,0,0,11,0,6,0,0,3,6,0,0,0,17,0,0,0,10,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3
