UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL122007,0,0,0,80,89,169,0,0,0,0,0,0,0,0,0,25,36,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,8,13,3,6,11,0,0,0,9,5,15,0,0,0,0,0,0,133,151,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,65,144,0,0,0,0,0,0,75,65,145,28,18,45,240,229,472
UCL122008,0,0,0,25,30,54,0,0,0,9,7,10,0,0,0,22,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,5,4,0,0,0,10,5,20,0,0,0,0,0,0,70,77,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43,92,0,0,0,0,0,0,47,43,92,18,19,42,139,141,280
UCL122009,0,0,0,42,48,92,0,0,0,6,0,10,0,0,0,37,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,93,96,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,52,99,0,0,0,0,0,0,43,52,99,13,10,21,151,158,307
UCL122010,0,3,5,34,26,56,0,0,0,8,4,13,0,0,0,30,36,61,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,0,3,7,12,16,4,0,6,4,4,4,93,87,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,68,144,0,0,3,0,0,0,78,77,149,12,13,31,179,176,362
UCL122011,3,0,3,36,46,86,0,0,0,0,0,0,0,0,0,45,42,89,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,3,6,9,15,0,0,0,103,107,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,58,122,0,0,0,0,0,0,65,58,122,23,13,32,186,182,365
UCL122012,4,3,6,34,36,71,0,0,0,0,0,0,0,0,0,40,34,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,0,0,0,0,0,8,9,17,0,0,0,0,0,0,84,88,167,3,0,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,63,0,0,0,0,0,0,40,28,66,14,11,25,144,126,276
UCL122013,0,0,0,20,30,52,0,0,0,0,0,3,0,0,0,17,11,30,0,4,0,0,0,0,4,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,3,6,4,7,0,0,0,58,55,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,41,30,69,0,0,0,0,0,0,41,33,74,8,12,30,108,107,212
UCL122014,0,5,5,21,26,47,0,0,0,0,0,9,0,0,0,37,32,62,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,9,16,0,0,0,3,4,4,0,0,4,5,10,15,0,0,0,85,85,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,8,63,54,113,0,0,0,0,0,0,63,58,119,11,7,21,169,156,322
UCL122015,0,4,4,27,24,51,0,0,0,4,3,6,0,0,0,18,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,54,51,103,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,3,58,54,108,0,0,0,0,0,0,58,54,111,16,23,38,125,130,255
UCL122016,0,0,3,24,24,55,0,0,0,0,0,0,0,0,0,33,57,91,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8,6,10,5,3,9,0,0,0,76,95,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,25,20,48,0,0,0,0,0,0,25,20,48,9,8,23,126,132,251
UCL122017,0,4,4,41,31,66,0,0,0,0,0,0,0,0,0,33,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,5,8,15,3,0,3,0,0,0,85,70,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,44,99,0,0,0,0,0,0,55,43,102,24,11,38,166,140,302
UCL122018,0,0,0,44,42,90,0,0,0,4,0,4,0,0,0,30,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,5,3,6,6,7,15,0,0,0,97,94,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,72,156,0,0,0,0,0,0,81,72,156,28,31,53,205,193,399
UCL122019,0,0,0,29,28,61,0,0,0,0,0,0,0,0,0,16,24,41,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,3,10,0,0,3,0,0,3,54,67,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,57,117,0,0,0,0,0,0,67,55,121,18,21,41,141,144,281
UCL122020,3,0,4,26,18,48,0,0,0,0,3,7,0,0,0,16,22,40,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,3,0,3,5,3,3,9,8,0,0,0,59,60,124,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,10,58,46,108,0,0,0,0,0,0,62,46,105,21,8,23,151,124,278
UCL122021,4,0,5,19,22,35,0,0,0,0,0,0,0,0,0,20,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,49,41,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,30,93,3,0,3,0,0,0,59,30,91,5,0,5,112,83,194
UCL122022,0,0,0,36,45,87,0,0,0,5,9,12,0,0,0,47,38,86,0,0,0,0,0,0,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,10,14,20,0,0,0,0,0,5,9,3,12,3,16,25,0,0,0,129,141,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,100,81,185,0,3,0,0,0,0,104,85,189,11,6,10,243,236,476
UCL122023,0,0,0,40,41,83,0,0,0,7,7,13,0,0,0,55,41,95,0,0,0,3,3,6,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,8,8,15,0,0,0,4,0,7,8,9,21,6,14,20,5,3,9,146,142,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,50,113,0,0,0,0,0,0,63,50,113,7,7,11,218,194,411
UCL122024,0,0,0,28,26,51,0,0,0,0,0,0,0,0,0,41,30,73,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,70,70,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,51,118,0,0,0,0,0,0,66,54,121,13,17,31,153,138,290
UCL122025,0,0,3,14,15,29,0,0,0,3,0,6,0,0,0,31,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,6,7,0,0,0,59,47,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,58,121,0,0,0,0,0,0,60,60,121,12,12,29,131,118,253
UCL122026,0,0,3,26,30,57,0,0,0,0,0,0,0,0,0,30,19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,60,56,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,41,91,0,0,0,0,0,0,47,41,91,9,11,18,120,107,231
UCL122027,0,0,4,22,16,41,0,0,0,0,0,0,0,0,0,17,26,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,15,19,0,0,0,0,0,0,3,8,9,0,0,5,0,0,0,53,61,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,59,47,103,0,0,0,0,0,0,62,47,100,12,12,24,125,114,248
UCL122028,0,0,0,67,54,116,0,0,0,6,0,7,0,0,0,27,42,65,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,4,6,0,3,3,0,0,0,104,105,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,58,56,112,0,0,0,0,0,0,59,50,116,26,21,45,192,183,374
UCL122029,0,0,0,19,26,39,0,0,0,4,9,11,0,0,0,38,33,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,0,0,3,0,0,0,66,66,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,51,92,0,0,0,0,0,0,42,51,89,16,15,28,129,134,270
UCL122030,0,3,0,29,37,67,0,0,0,0,0,0,0,0,0,17,14,33,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,3,0,4,5,0,3,3,0,0,0,0,0,0,0,4,7,10,8,21,0,0,0,63,73,137,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,5,5,97,83,181,0,0,0,0,0,6,100,83,182,24,29,56,189,201,389
UCL122031,0,0,0,36,36,74,0,0,0,0,0,0,0,0,0,77,87,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,19,0,0,0,0,0,0,13,16,30,3,0,10,7,4,8,150,158,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,59,106,0,0,0,0,0,0,53,59,106,10,8,17,208,226,438
UCL122032,3,0,3,37,43,85,0,0,0,0,3,8,0,0,0,33,42,73,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,8,4,6,6,0,3,4,0,4,0,6,7,5,4,6,0,0,0,102,113,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,118,95,218,0,0,0,0,0,0,118,95,218,20,22,41,248,229,473
UCL122033,0,0,0,16,20,45,0,0,0,0,0,3,0,0,0,32,40,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,13,0,0,4,0,0,0,55,80,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,100,0,0,0,0,0,0,49,43,100,4,8,12,114,128,246
UCL122034,0,0,0,23,33,62,0,0,0,3,4,8,0,0,0,21,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,20,0,0,0,0,0,4,4,5,10,3,6,7,0,0,0,73,72,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,71,0,0,0,0,0,0,38,37,71,5,3,6,109,114,229
UCL122035,0,5,5,22,32,57,0,0,0,0,4,4,0,0,0,20,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,3,0,0,0,0,0,4,0,6,8,0,4,5,0,0,0,56,82,139,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,112,119,232,3,0,3,0,0,0,114,119,231,18,21,36,194,225,417
UCL122036,0,0,0,36,32,67,0,0,0,0,0,0,0,0,0,13,21,38,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,88,161,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,60,132,0,0,0,0,0,0,72,60,132,52,62,120,206,218,425
UCL122037,0,0,3,20,24,43,0,0,0,4,5,6,0,0,0,26,31,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,6,0,5,0,0,0,0,5,7,8,6,17,7,9,18,0,0,0,74,85,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,85,0,0,0,0,0,0,44,37,85,5,9,9,121,130,251
UCL122038,5,4,3,23,29,47,0,0,0,0,3,4,0,0,0,28,27,61,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,0,5,0,0,0,3,6,8,0,5,5,0,0,0,63,73,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,54,133,0,0,0,0,0,0,79,54,133,9,9,21,156,135,291
UCL122039,0,4,4,47,49,100,0,0,0,3,0,9,0,0,0,21,26,52,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,4,5,0,3,5,0,0,0,14,23,37,4,3,9,0,0,0,104,126,228,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,81,79,158,0,0,0,0,0,0,81,81,159,18,19,30,211,223,430
UCL122040,0,0,0,18,16,38,0,0,0,0,0,0,0,0,0,12,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,9,0,0,0,0,0,0,0,0,3,3,8,11,0,0,0,45,50,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,53,100,3,0,3,0,0,0,52,57,110,17,14,33,113,129,240
UCL122041,0,0,0,21,22,50,0,0,0,5,0,4,0,0,0,31,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,7,16,0,0,0,0,0,0,4,3,5,0,9,9,0,0,0,72,75,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,104,94,199,0,3,3,0,0,0,102,95,200,19,16,41,197,195,389
UCL122042,0,0,0,36,31,66,0,0,0,0,3,8,0,0,0,37,31,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,3,3,8,0,0,3,4,0,4,7,0,7,0,5,9,0,0,0,92,76,173,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,32,40,73,0,0,0,0,0,0,35,40,72,20,11,32,152,132,282
UCL122043,0,0,0,55,53,99,0,0,0,0,3,4,0,0,0,35,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,9,0,0,0,0,0,0,5,11,9,3,5,8,0,0,0,113,92,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36,93,0,0,0,0,0,0,51,36,89,15,10,25,177,142,317
UCL122044,0,0,0,15,10,24,0,0,0,0,0,3,0,0,0,14,19,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,39,40,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,27,0,0,0,0,0,0,16,12,27,6,6,11,55,61,117
UCL122045,0,0,0,25,34,60,0,0,0,0,0,0,0,0,0,31,33,62,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,4,9,9,7,0,0,4,0,0,0,71,76,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,28,80,0,0,0,0,0,0,53,31,82,18,11,26,138,124,261
UCL122046,3,3,3,48,58,110,0,0,0,0,0,5,0,0,0,37,35,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,16,0,0,0,0,0,0,11,0,12,3,3,6,0,0,0,111,112,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,111,215,0,0,0,0,0,0,107,106,222,11,15,28,237,242,479
UCL122047,3,3,10,18,11,27,0,0,0,7,0,3,0,0,0,8,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,4,7,0,0,0,34,36,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,101,103,204,4,0,5,3,0,3,103,105,208,10,11,17,157,157,313
UCL122048,0,0,0,24,22,44,0,0,0,0,0,0,0,0,0,47,51,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,11,17,9,3,13,0,0,0,91,90,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,74,159,0,0,0,0,0,4,86,71,158,54,61,115,231,225,456
UCL122049,0,0,4,44,39,87,0,0,0,3,7,9,0,0,0,22,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,7,9,0,5,5,0,0,0,5,3,11,5,5,5,0,0,0,78,87,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,45,96,0,0,0,0,0,0,50,49,103,17,24,46,155,163,315
UCL122050,0,0,0,28,30,59,0,0,0,0,0,0,0,0,0,23,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,3,6,6,0,0,0,58,62,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,65,0,0,0,0,0,0,37,32,65,6,11,15,101,105,201
UCL122051,0,0,0,39,31,67,0,0,0,0,0,0,0,0,0,33,26,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,5,7,14,0,0,0,0,0,0,79,68,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,37,54,89,0,0,0,0,0,0,37,54,89,25,20,48,143,142,281
UCL122052,0,0,4,24,24,41,0,0,0,0,4,4,0,0,0,16,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,4,9,10,0,0,0,0,0,0,48,56,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,66,57,121,0,0,0,0,0,0,64,57,122,15,20,31,132,132,268
UCL122053,0,0,0,49,54,101,0,0,0,0,0,0,0,0,0,22,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,5,5,11,3,0,3,0,0,0,78,87,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,41,45,88,0,0,0,0,0,0,41,42,87,19,17,37,142,154,296
UCL122054,4,12,13,18,20,35,0,0,0,0,0,0,0,0,0,45,49,93,0,4,4,0,0,0,0,0,0,0,6,5,6,4,3,0,0,0,11,4,14,0,0,0,8,0,8,0,0,0,0,6,6,10,19,34,12,5,20,0,0,0,94,111,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,70,149,0,0,0,0,0,0,77,70,149,65,64,127,244,253,500
UCL122055,0,0,0,44,51,98,0,0,0,0,4,3,0,0,0,25,33,59,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,0,0,0,0,0,0,5,11,15,7,9,18,0,4,0,97,117,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,98,183,0,0,0,0,0,0,86,100,187,8,9,17,196,223,419
UCL122056,5,3,5,35,39,73,0,0,0,0,3,4,0,0,0,34,41,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,9,15,0,0,0,0,0,0,5,12,22,14,10,24,0,0,0,100,104,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,82,0,0,0,0,0,0,47,36,82,5,9,18,148,158,302
UCL122057,3,0,3,26,23,49,0,0,0,0,4,3,0,0,0,24,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,5,3,3,5,3,11,0,0,0,68,66,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,52,59,109,0,5,5,0,0,0,52,61,107,3,3,12,128,134,258
UCL122058,0,0,0,33,26,63,0,0,0,0,4,8,0,0,0,36,47,86,0,0,0,0,0,3,4,3,3,0,0,0,3,7,6,0,0,0,0,0,0,5,4,4,3,7,10,0,3,5,0,0,0,12,9,17,3,9,9,0,0,0,100,114,216,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,123,90,216,4,0,3,0,0,3,125,95,221,27,20,47,257,230,491
UCL122059,0,0,0,49,57,107,0,0,0,3,4,8,0,0,0,43,72,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,6,12,0,0,0,0,0,0,7,9,12,4,5,7,0,0,0,120,159,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,50,139,5,4,8,0,0,0,88,52,142,15,16,34,230,230,460
UCL122060,0,0,0,40,44,82,0,0,0,0,0,0,0,0,0,24,19,44,0,5,4,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,7,4,14,5,5,10,7,0,8,10,9,15,0,0,3,0,0,0,87,94,180,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,5,8,77,83,155,0,0,0,0,0,0,77,83,155,23,22,48,194,205,399
UCL122061,0,0,0,12,12,19,0,0,0,0,0,0,0,0,0,14,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,73,0,0,0,5,0,5,43,33,72,20,19,39,94,86,179
UCL122062,0,0,0,22,18,46,0,0,0,0,0,4,0,0,0,36,34,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,8,16,31,4,9,13,0,0,0,85,81,163,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,59,58,122,0,0,0,0,0,0,62,58,120,31,20,46,177,157,334
UCL122063,0,0,0,43,49,100,0,0,0,0,0,0,0,0,0,26,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,79,86,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,60,53,117,0,0,0,0,4,4,60,54,119,8,9,19,149,161,307
UCL122064,0,0,0,50,39,85,0,0,0,0,0,0,0,0,0,17,20,34,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,4,14,17,0,0,0,0,0,0,4,0,3,13,10,18,0,0,0,92,93,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,67,130,0,0,0,0,0,0,61,67,130,19,20,39,178,175,351
UCL122065,4,0,8,28,38,66,0,0,0,0,0,0,0,0,0,39,35,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,3,0,0,0,5,7,12,0,0,0,0,0,0,79,87,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,59,149,0,0,0,0,0,0,89,59,149,24,12,35,198,166,365
