SED_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED30078,709,493,322,209,90,14,2764,32,193,204,203,162,103,45,10,944,805,2302,1742,1356,892,653,326,92,8157,704,964,990,1040,833,585,292,75,5473,902,1345,1249,1360,1210,848,481,139,7534,159,83,60,75,51,43,17,4,490,79,88,151,146,143,158,106,18,901,1142,1519,1462,1582,1405,1054,602,161,8928,44,56,62,50,65,58,56,22,399,625,740,642,603,549,568,606,519,4852,3413,6632,5801,5328,4225,3230,2010,893,31528
SED30079,691,444,292,173,43,15,2036,27,186,259,224,174,105,19,5,998,409,1662,2072,1321,780,565,194,21,7031,288,757,1192,1035,743,501,184,30,4729,841,1648,1820,1653,1349,923,362,72,8668,221,92,84,58,56,35,14,0,557,69,83,166,184,153,157,53,20,875,1131,1820,2059,1891,1559,1113,423,89,10093,15,33,52,46,41,43,35,4,258,249,281,352,335,270,287,196,90,2060,2129,5091,6682,5292,3862,2794,1108,255,27217
SED30080,1171,815,470,249,72,16,3764,35,365,442,409,248,144,37,8,1688,922,3639,3093,2189,1086,557,228,72,11796,423,918,930,967,667,368,191,70,4528,947,1609,1155,1011,847,500,258,111,6449,194,106,63,60,53,32,9,3,515,64,92,110,144,135,92,52,17,697,1202,1811,1329,1224,1036,624,318,128,7668,15,40,53,37,32,31,18,8,238,357,607,444,349,270,251,301,349,2928,2990,8310,7459,5995,3809,2226,1166,655,32609
SED30081,1749,738,505,255,71,10,4669,30,206,269,215,169,88,26,3,1002,830,2949,2928,1621,1172,808,274,53,10639,411,995,1078,844,719,517,190,40,4789,686,981,977,955,803,553,246,72,5273,168,73,66,51,55,26,10,4,449,66,81,131,119,150,114,49,20,728,925,1134,1165,1122,1008,694,302,97,6455,35,84,89,52,50,57,39,6,416,364,576,548,373,337,299,208,113,2814,2670,7204,7819,4972,3964,2721,1114,321,30788
SED30082,667,474,464,295,139,20,2928,31,225,191,199,190,140,56,11,1042,661,2672,1806,1431,1169,978,387,74,9179,504,1087,882,1013,990,765,348,65,5647,701,1166,1005,1219,1277,953,543,122,6987,106,79,36,54,63,56,21,4,426,71,110,107,176,196,185,123,28,993,881,1351,1147,1447,1539,1200,682,151,8401,20,85,63,48,71,79,54,13,430,656,1367,875,810,935,889,618,225,6383,2817,7592,5630,5421,5361,4334,2282,573,34014
SED30083,513,335,207,110,27,4,1568,28,166,238,198,95,69,15,0,812,407,1462,1684,1187,612,337,116,23,5821,536,981,1349,1370,853,382,137,29,5628,1144,1909,2309,2194,1434,890,326,74,10277,292,113,120,81,61,44,21,3,737,105,119,221,214,170,116,55,12,1016,1543,2145,2649,2488,1672,1050,400,87,12028,20,35,40,59,49,47,33,8,291,406,457,520,476,345,290,243,167,2902,2959,5590,6988,6106,3831,2284,980,315,29059
SED30084,194,166,115,57,37,3,714,24,131,154,136,104,67,23,9,642,230,1023,942,708,468,297,134,24,3813,133,571,681,830,635,372,125,25,3362,1056,1973,1951,1715,1404,822,314,45,9275,256,172,90,58,61,35,0,0,677,78,91,114,139,114,77,35,6,661,1386,2233,2155,1906,1582,936,355,53,10607,19,20,16,26,21,28,18,3,133,649,691,611,582,441,316,234,115,3644,2444,4784,4749,4360,3350,2074,927,227,22915
SED30085,1563,774,467,284,104,12,4987,51,344,318,245,177,120,57,7,1311,1071,3790,2803,1571,1011,728,290,75,11337,528,1015,955,778,615,433,202,53,4584,703,1178,969,892,820,478,332,70,5447,171,90,44,48,43,26,11,0,438,60,90,132,117,128,121,38,15,692,937,1357,1147,1053,992,626,381,80,6575,36,73,64,60,50,54,36,18,388,515,820,477,361,283,288,231,187,3161,3259,9065,7323,4840,3591,2535,1297,433,32352
SED30086,388,409,345,232,91,7,1812,27,180,198,254,232,164,56,9,1121,333,1359,1335,1179,882,667,300,54,6111,194,537,698,840,803,536,275,56,3937,1129,1808,1506,1374,1295,831,366,83,8392,292,163,104,74,49,39,13,0,737,73,71,94,135,126,123,73,27,729,1494,2039,1701,1583,1469,998,454,107,9858,13,30,20,34,35,47,38,9,220,436,468,425,443,421,436,456,237,3324,2515,4946,4763,4747,4192,3074,1668,477,26380
SED30087,639,466,370,219,104,12,2535,35,230,230,223,206,152,54,8,1136,548,1932,1683,1125,787,718,320,104,7207,275,714,726,790,631,537,270,85,4035,1270,2007,1502,1323,1098,783,422,119,8535,302,166,88,80,48,50,20,0,772,85,102,99,127,124,126,74,37,774,1660,2271,1692,1539,1276,964,513,158,10072,29,48,36,31,26,34,34,16,252,442,502,385,313,326,363,469,335,3139,3043,6364,5386,4486,3617,2993,1767,715,28379
SED30088,492,454,382,227,51,7,2133,24,196,218,230,161,105,21,5,963,457,1806,1405,1231,925,556,192,42,6614,179,583,702,768,706,448,168,24,3580,812,1678,1406,1395,1412,811,285,77,7875,204,127,71,80,51,39,15,3,591,61,73,98,106,120,102,51,11,615,1069,1873,1571,1581,1588,949,349,85,9078,22,42,22,35,33,34,20,8,212,581,798,674,625,616,471,276,100,4149,2359,5789,5095,4926,4407,2787,1081,275,26722
SED30089,185,94,110,26,12,0,631,10,112,107,82,74,30,11,0,425,265,977,652,385,310,149,52,7,2805,103,326,410,391,351,163,59,16,1822,745,1654,1410,1273,1062,511,167,29,6839,223,101,68,57,49,20,4,0,528,35,79,75,82,52,38,17,0,379,1004,1836,1555,1413,1162,569,186,26,7752,6,16,12,18,29,12,9,4,108,824,909,839,833,746,517,331,100,5091,2221,4367,3768,3218,2781,1470,660,153,18628
SED30090,109,93,81,13,5,0,420,15,90,99,91,95,36,15,4,455,276,839,736,533,341,198,55,12,2987,99,322,506,544,486,236,86,23,2310,845,1590,1254,1248,1054,583,174,35,6781,232,89,95,86,61,43,7,0,623,57,67,77,118,108,84,19,3,538,1138,1747,1436,1453,1222,709,199,34,7938,7,27,25,17,29,23,16,4,146,604,626,555,669,655,488,338,166,4091,2151,3750,3467,3403,2921,1708,713,241,18358
SED30091,443,217,126,75,31,7,1343,24,157,138,134,86,62,18,4,623,320,1439,1283,744,441,304,150,32,4717,389,974,922,733,567,407,169,27,4182,1226,2256,1858,1546,1204,820,399,84,9397,299,180,133,107,65,50,20,3,847,104,156,168,174,124,120,55,17,924,1632,2590,2157,1828,1393,992,469,109,11168,22,40,59,39,34,38,24,9,265,841,1001,800,604,459,541,464,344,5064,3243,6643,5797,4304,3113,2415,1325,529,27361
SED30092,199,177,174,112,32,0,889,12,109,147,162,132,87,11,0,666,278,1293,1098,844,527,331,89,23,4469,168,628,784,855,684,388,120,13,3645,885,2286,2384,2109,1821,935,329,47,10786,267,121,121,98,49,51,14,3,725,71,78,131,150,149,101,39,4,716,1217,2476,2628,2360,2017,1085,379,52,12227,14,32,35,42,28,24,22,3,190,675,1052,905,976,888,571,299,100,5460,2376,5787,5794,5418,4443,2589,954,195,27548
SED30093,320,157,83,42,20,3,876,25,131,113,107,61,27,14,0,472,318,965,922,562,357,221,60,6,3414,368,929,946,786,545,244,74,12,3902,1500,2337,2031,1727,1304,775,232,51,9961,384,248,186,120,71,38,12,0,1056,131,155,201,170,165,90,37,6,955,2018,2744,2417,2019,1533,897,283,56,11967,27,51,62,40,32,38,17,10,271,1160,1245,1115,857,609,498,329,165,5980,3929,6300,5900,4525,3216,1966,789,258,26886
SED39494,85,57,57,46,5,0,369,0,35,21,29,44,33,0,0,168,91,514,200,142,202,146,33,0,1322,45,152,136,156,246,194,29,0,959,161,379,378,331,509,408,59,4,2225,51,34,26,13,30,26,0,0,183,10,29,34,32,59,46,9,0,208,221,439,436,377,593,475,68,8,2617,5,8,6,17,14,10,7,0,72,425,801,750,645,528,371,97,18,3642,799,2066,1632,1417,1684,1277,239,26,9143
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,10,0,6,0,0,0,0,14,0,0,6,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,0,10,8,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,14,34,52,29,8,0,0,0,136,16,45,64,42,5,3,0,0,170
SED40001,1172,722,598,492,243,57,5296,28,287,257,242,261,241,81,11,1418,1470,3577,2019,1289,1119,1026,421,108,11033,445,569,506,530,544,477,220,54,3343,560,608,509,525,560,344,122,58,3291,88,59,48,37,37,22,7,3,291,34,37,58,85,113,95,52,22,505,676,704,615,643,704,465,183,84,4087,71,68,42,37,36,40,22,11,334,572,632,387,331,303,321,239,232,3016,3409,7717,4999,3793,3572,3069,1410,561,28529
SED40002,974,377,219,140,43,19,3051,20,249,263,203,160,125,33,8,1053,766,2925,1901,1033,651,419,160,74,7921,259,687,648,589,567,352,148,65,3323,530,1014,765,762,750,464,230,117,4618,83,81,70,56,33,33,9,0,364,34,55,79,108,99,89,47,22,536,649,1151,908,926,884,588,283,136,5523,25,47,35,30,26,26,29,12,228,184,315,225,184,208,168,198,146,1623,1963,6604,4954,3335,2704,1809,896,452,22726
SED40003,451,363,286,195,61,15,1676,12,93,155,179,166,127,43,0,773,317,1069,1396,958,747,555,186,34,5267,68,328,627,721,751,550,182,42,3259,461,992,1095,1144,1084,748,255,70,5846,83,64,56,49,62,48,10,3,370,35,34,94,111,127,128,54,11,593,577,1093,1239,1298,1267,923,315,86,6810,11,19,29,29,42,42,37,13,215,88,151,176,164,187,196,104,49,1107,1082,3052,4078,3704,3447,2587,920,240,19107
SED40004,1196,1028,737,600,287,54,4517,20,100,254,301,321,271,110,18,1385,531,1382,1902,1992,1460,1217,666,187,9325,81,205,357,554,555,601,406,133,2890,265,285,294,346,420,332,174,82,2195,29,21,24,31,20,24,14,6,172,22,14,45,85,110,118,85,35,518,313,321,360,462,553,470,277,123,2882,11,20,39,41,24,47,42,16,235,92,111,144,165,126,174,206,154,1164,1068,2725,4243,4539,3770,3380,1986,684,22392
SED40005,63,52,59,34,7,5,372,6,42,54,70,73,61,11,3,313,116,519,486,378,317,263,96,22,2194,49,243,340,435,435,408,112,35,2050,647,1161,1049,1122,1096,770,283,68,6194,86,111,79,84,72,51,8,0,489,27,43,71,113,108,95,33,9,506,757,1323,1198,1325,1281,910,328,76,7199,9,14,27,16,22,33,23,9,161,339,322,304,378,485,579,427,158,2999,1289,2592,2476,2654,2673,2295,1004,302,15279
SED40006,520,217,137,67,16,3,1638,20,163,164,119,77,58,14,3,621,456,2008,1365,734,490,292,74,18,5432,170,598,620,576,490,258,67,12,2790,564,1279,1036,1053,888,480,218,74,5589,78,113,60,65,40,29,8,0,396,17,49,79,106,108,70,18,8,458,665,1436,1172,1212,1039,582,240,83,6440,9,43,44,40,35,19,8,9,212,245,355,254,241,280,245,198,111,1925,1596,5241,4137,3144,2538,1533,627,247,19058
SED40007,527,413,318,181,58,10,1888,11,112,205,200,205,140,38,8,915,428,1321,1480,1197,873,633,222,63,6220,86,354,531,701,731,475,208,70,3154,378,669,702,942,907,581,336,137,4642,69,37,40,42,45,32,8,4,287,25,43,72,133,130,117,75,38,633,472,743,816,1124,1081,730,424,180,5570,6,22,32,36,28,35,32,18,217,133,194,174,208,230,187,242,148,1521,1171,3098,3770,3884,3462,2383,1226,492,19487
SED40008,727,281,167,72,18,5,2492,11,180,180,131,107,87,8,0,706,701,2726,1621,873,479,280,95,21,6796,226,694,615,505,409,235,67,14,2768,514,990,866,787,697,358,147,56,4417,65,93,80,53,52,25,6,0,370,36,60,88,114,84,63,22,6,467,613,1146,1025,952,829,448,172,64,5258,12,52,38,24,14,10,8,5,169,372,483,392,370,310,266,195,108,2497,2025,6424,4603,3136,2315,1391,566,223,20681
SED40009,450,286,208,153,59,9,1551,4,123,199,170,161,121,37,3,822,386,1265,1258,945,684,506,191,33,5265,80,383,617,714,662,537,200,40,3238,541,1026,1105,1052,1109,761,342,102,6040,119,60,64,43,45,41,9,4,391,32,43,97,113,131,120,56,20,617,696,1130,1262,1219,1290,923,403,123,7048,16,19,23,27,28,38,27,10,203,144,161,164,186,150,195,174,87,1261,1356,3447,3978,3545,3190,2475,1089,309,19383
SED40010,975,699,591,409,189,35,4010,13,221,233,266,312,248,72,19,1379,662,2403,1918,1526,1186,953,391,109,9146,143,413,469,493,535,523,245,70,2892,392,540,495,562,591,337,173,81,3172,59,52,39,26,40,20,14,9,251,24,34,52,86,117,100,52,21,494,479,623,590,672,748,454,243,106,3914,11,37,43,33,29,22,24,10,218,150,281,206,186,215,226,201,128,1597,1504,5049,4432,3875,3617,2826,1370,479,23155
SED40011,864,461,292,218,60,15,2717,17,167,263,248,226,129,34,5,1081,579,2167,1908,1197,761,532,213,66,7417,142,459,565,620,569,426,189,61,3035,438,851,750,799,719,449,248,94,4352,65,59,64,59,27,28,13,0,321,30,51,79,121,109,98,57,25,568,531,963,890,974,865,576,320,124,5244,16,23,31,35,39,28,13,6,194,194,294,224,207,195,202,210,150,1682,1519,4855,4741,3746,2943,2110,1041,423,21372
SED40012,131,62,43,20,6,3,363,11,81,63,56,37,29,6,3,288,157,572,440,281,215,115,46,10,1829,83,420,465,426,396,219,53,12,2082,703,1593,1332,1108,902,518,208,63,6416,144,242,143,79,69,26,8,0,717,53,98,93,88,86,46,21,9,498,896,1939,1566,1287,1059,589,233,76,7641,9,27,18,19,23,18,12,3,135,413,468,433,350,318,287,254,174,2692,1580,3603,3117,2475,2094,1264,609,282,15031
SED40013,1071,382,213,113,28,4,3074,15,219,241,160,105,97,23,10,871,626,2564,2068,993,547,349,120,25,7279,201,690,730,605,479,278,106,25,3118,481,1131,912,839,661,433,248,85,4783,61,105,78,66,45,26,7,5,398,31,66,82,108,95,65,34,8,489,575,1302,1074,1015,798,521,287,100,5675,16,79,75,46,29,32,17,3,307,243,404,298,261,196,200,164,131,1899,1765,6431,5548,3461,2370,1592,740,297,22210
SED40014,113,111,159,225,105,13,801,4,41,55,83,157,226,57,9,631,73,295,484,480,569,792,367,87,3140,32,171,274,397,675,910,436,61,2960,275,732,873,933,1241,1216,651,155,6086,82,62,63,64,62,69,31,14,439,13,38,75,103,141,230,114,28,743,376,830,1012,1098,1443,1514,798,198,7266,4,15,15,24,25,50,64,17,213,142,119,159,216,350,527,490,252,2263,635,1538,2113,2408,3373,4245,2318,647,17271
SED40015,96,63,54,47,13,0,393,3,59,62,72,80,70,18,0,370,121,629,620,427,337,237,86,23,2483,45,249,378,455,449,339,122,29,2075,508,1216,1102,1114,1053,696,210,62,5961,60,108,114,76,71,31,10,0,480,29,64,91,99,98,87,29,4,511,608,1396,1303,1290,1223,812,246,71,6949,8,17,34,29,33,34,9,8,167,348,357,404,471,486,488,347,175,3076,1142,2809,2894,2801,2671,2031,857,312,15512
SED40016,589,257,121,57,18,6,1784,18,123,139,92,75,34,20,0,498,404,1373,1147,602,340,222,78,14,4194,158,517,570,502,390,269,91,16,2514,548,1179,1071,1016,880,613,341,88,5743,92,130,99,60,52,34,6,3,482,40,57,94,99,80,67,32,10,479,680,1366,1265,1178,1018,720,379,103,6701,18,48,31,27,22,26,11,4,183,242,292,286,235,192,267,264,182,1957,1565,4406,4035,2892,2155,1593,862,324,17829
SED40017,102,98,85,78,33,0,496,8,54,71,92,99,76,28,0,420,199,543,531,455,369,370,125,26,2613,41,281,391,497,560,372,124,35,2306,611,1376,1298,1336,1292,744,253,49,6969,92,128,97,94,79,35,4,3,539,26,58,84,120,113,105,44,17,567,732,1558,1480,1555,1487,886,305,72,8074,0,11,23,24,26,23,24,9,144,329,280,295,387,421,416,316,160,2593,1318,2823,2890,3106,3047,2218,940,301,16649
SED40018,646,425,308,218,74,19,2287,9,144,214,198,166,161,55,16,966,447,1663,1489,1031,769,633,291,105,6437,105,366,517,653,643,594,271,107,3265,437,844,747,763,765,651,374,145,4727,69,69,48,50,33,41,9,9,319,37,51,74,101,98,145,80,41,628,544,962,862,918,895,827,467,192,5670,15,30,22,29,23,46,32,17,218,166,214,193,219,228,311,296,242,1870,1327,3943,3950,3477,3031,2790,1486,706,20703
SED40019,138,85,63,33,11,0,530,5,62,67,64,65,34,10,5,316,121,703,537,397,248,163,46,9,2228,52,258,297,407,393,218,75,11,1706,470,1315,1146,1263,1190,680,313,80,6455,113,177,118,75,65,27,5,0,590,39,65,69,84,88,62,32,3,439,619,1558,1331,1423,1345,768,347,88,7486,12,20,22,22,10,16,6,0,118,429,566,438,522,512,421,335,151,3380,1256,3361,2824,2921,2646,1654,833,260,15755
SED40020,79,88,82,74,21,6,434,13,52,73,82,93,85,24,4,422,117,406,423,396,364,357,152,30,2242,54,281,292,477,520,423,143,33,2226,675,1263,1184,1223,1206,818,364,83,6824,127,121,109,84,62,61,8,4,573,41,67,79,115,105,91,45,13,557,846,1445,1373,1423,1377,973,418,98,7958,8,15,21,31,28,15,34,9,161,281,307,262,368,412,443,361,189,2616,1326,2579,2522,2873,2869,2371,1148,367,16055
SED40021,937,437,272,174,60,16,3025,20,137,220,174,138,126,49,13,872,609,2091,1794,1129,646,479,278,78,7113,160,458,633,615,525,394,220,76,3082,410,702,636,807,721,448,308,139,4167,56,46,54,30,30,26,11,7,256,37,55,70,94,88,98,63,16,525,495,804,757,930,841,571,379,163,4950,16,33,45,21,44,28,18,12,212,196,236,212,197,184,200,327,303,1850,1551,4838,4596,3502,2652,1972,1332,662,21106
SED40022,485,625,508,383,143,14,2423,7,94,203,283,279,237,58,8,1171,235,876,1442,1477,1149,954,365,61,6557,46,207,428,728,704,603,220,63,2999,394,626,761,886,901,602,234,62,4470,61,42,43,48,39,30,11,3,277,31,29,51,111,122,134,44,17,533,485,699,849,1043,1059,773,291,79,5278,8,8,34,27,35,35,22,16,187,195,151,212,250,322,305,170,90,1699,983,2284,3656,4440,4056,3292,1266,333,20310
SED40023,135,107,91,49,20,7,550,15,67,93,97,83,65,18,0,440,195,682,655,463,344,262,91,19,2709,69,333,511,582,490,394,156,27,2560,637,1400,1258,1261,1106,827,357,113,6959,128,126,113,87,53,30,14,0,556,42,58,90,119,117,109,57,22,622,807,1587,1464,1467,1278,972,428,130,8135,5,20,20,23,31,31,20,0,157,168,220,233,218,232,298,264,148,1773,1262,3041,3114,2959,2546,2073,995,330,16326
SED40024,229,146,123,84,14,5,788,16,99,111,137,108,73,26,5,568,190,921,814,638,421,316,130,21,3444,83,472,650,613,549,421,158,29,2971,709,1731,1607,1411,1182,740,336,99,7817,143,167,121,80,70,40,8,0,628,39,92,109,130,104,108,46,18,658,891,1994,1836,1624,1353,891,395,115,9099,10,18,33,23,24,34,22,21,190,256,292,303,273,276,264,291,245,2202,1453,3975,3971,3456,2869,2086,1025,433,19269
SED40025,281,273,203,159,42,8,1196,15,117,183,207,145,128,39,3,844,267,1106,1129,958,586,496,183,43,4768,85,440,623,735,642,499,201,37,3266,664,1415,1239,1181,949,621,246,59,6367,81,134,91,81,61,43,12,0,503,40,72,93,126,123,102,69,17,640,782,1621,1425,1379,1134,763,324,78,7512,13,24,19,21,25,33,24,6,165,268,256,262,243,233,258,225,121,1865,1440,3788,3920,3824,2971,2336,1036,303,19616
SED40026,218,193,150,71,17,5,816,16,72,108,118,110,53,9,5,498,300,848,833,669,476,248,95,22,3486,85,391,598,791,729,392,109,18,3122,645,1233,1212,1254,1203,680,321,74,6621,111,89,72,82,46,40,9,6,454,34,50,92,146,151,84,47,17,623,795,1379,1373,1487,1398,803,380,95,7699,12,18,20,27,24,25,17,6,149,147,139,164,205,210,201,191,124,1379,1369,3006,3313,3486,3104,1788,818,271,17157
SED40027,352,192,135,108,50,3,1206,10,103,126,104,108,81,21,0,549,270,1251,971,585,428,420,166,40,4126,80,356,509,523,525,442,181,58,2670,390,1021,872,854,832,680,349,131,5133,69,78,53,41,47,32,19,7,336,29,51,65,104,103,135,53,15,554,492,1145,989,993,989,847,421,148,6024,16,23,18,24,33,43,20,11,186,157,251,192,232,232,266,226,157,1720,1052,3472,3155,2644,2457,2208,1075,420,16483
SED40028,160,124,91,46,17,6,606,13,90,104,85,96,68,11,3,466,246,689,571,490,298,240,94,16,2644,79,401,533,584,541,295,124,30,2596,691,1661,1272,1132,986,588,286,78,6694,119,182,111,56,50,42,17,0,575,30,58,100,114,95,84,41,16,531,846,1899,1474,1304,1128,711,339,92,7798,11,23,17,20,26,17,13,4,128,208,238,212,205,249,257,259,197,1828,1405,3496,3078,2818,2426,1632,863,350,16067
SED40029,91,59,62,46,17,3,381,8,48,65,55,92,76,23,3,373,106,659,625,445,341,254,133,29,2590,56,242,355,473,502,387,155,19,2192,623,1203,1150,1103,1121,710,215,50,6178,100,114,108,87,88,43,15,0,550,36,60,89,128,124,96,32,8,580,757,1381,1347,1317,1337,844,259,56,7303,8,24,25,28,35,42,32,10,196,407,399,419,503,565,561,429,189,3479,1344,2847,2933,2880,2922,2218,1043,318,16513
SED40030,179,186,190,186,71,4,924,3,54,117,137,152,155,61,5,694,117,570,759,710,591,621,211,42,3630,48,272,500,635,700,521,224,45,2942,517,1036,1230,1290,1242,927,372,73,6687,98,82,103,71,65,57,8,4,476,51,58,85,132,150,173,62,15,712,666,1172,1412,1492,1457,1156,441,92,7887,12,15,14,26,43,48,39,12,199,232,231,275,322,420,412,337,186,2415,1085,2417,3255,3504,3553,3111,1379,383,18677
SED40031,762,515,305,201,73,16,2394,11,139,227,198,163,146,36,5,920,458,1504,1658,1232,774,540,264,49,6477,99,348,518,666,594,478,218,46,2972,392,712,731,855,793,540,335,82,4437,53,43,44,45,38,24,8,0,248,30,64,69,113,120,95,50,22,569,473,813,847,1011,943,661,400,106,5255,16,27,24,26,31,32,27,9,185,136,180,138,158,183,171,204,81,1248,1209,3525,4166,3805,2997,2231,1217,306,19457
SED40032,564,302,279,199,69,19,2053,5,155,175,160,162,142,53,10,870,416,1720,1430,868,706,624,239,79,6079,114,372,566,583,681,484,197,75,3063,439,833,728,694,742,566,295,121,4413,50,63,60,34,40,30,16,8,301,30,59,60,101,119,146,77,25,620,515,951,851,831,901,743,390,148,5335,14,33,31,30,21,34,33,9,207,140,211,202,168,191,255,253,154,1581,1244,4040,3816,2939,2935,2485,1232,501,19194
SED40033,114,81,72,45,13,0,445,13,77,85,100,81,68,13,0,434,116,588,564,463,319,258,122,16,2445,40,234,321,427,388,356,115,31,1910,616,1401,1279,1174,1004,617,228,41,6357,83,122,101,77,56,44,13,0,497,49,46,70,107,88,91,38,11,497,741,1567,1448,1355,1152,750,278,54,7347,12,27,26,26,30,30,15,9,158,289,284,287,312,343,383,360,218,2486,1219,2880,2841,2767,2384,1894,914,335,15232
SED40034,48,39,62,43,14,4,272,4,40,52,45,70,68,15,0,299,78,345,356,259,265,318,105,21,1747,43,152,241,314,502,478,178,32,1933,409,818,819,931,1202,997,420,96,5693,57,92,93,64,65,49,15,0,423,17,36,59,75,105,99,38,8,437,483,941,972,1068,1369,1143,469,101,6552,3,3,9,15,30,33,20,3,129,231,226,278,336,559,657,541,245,3073,853,1764,1956,2076,2865,2732,1344,417,14005
SED40035,405,194,123,97,44,10,1302,10,106,144,120,111,87,40,4,618,304,1182,1135,645,403,410,195,56,4327,114,462,565,599,474,452,234,53,2957,486,1190,1085,1154,873,744,484,130,6144,85,102,85,58,32,41,15,10,435,32,55,74,115,113,105,75,32,603,604,1344,1243,1331,1021,892,574,173,7189,6,21,45,19,23,29,24,10,181,137,191,197,175,171,242,343,250,1709,1191,3717,3734,3083,2328,2211,1458,561,18285
SED40036,485,147,43,28,8,0,1218,16,82,137,60,36,28,8,0,372,406,1293,1115,460,267,144,30,10,3730,153,518,598,468,343,182,57,8,2325,604,1288,1142,976,868,476,180,41,5575,115,169,104,73,52,19,3,0,536,53,63,113,110,76,48,19,4,488,763,1519,1361,1158,1002,547,201,44,6597,16,37,40,18,24,18,3,0,159,252,350,317,274,221,213,158,76,1852,1646,4273,4057,2584,1938,1155,455,142,16256
SED40037,265,236,230,136,26,9,1139,10,75,138,161,158,102,21,0,654,257,985,884,670,581,375,98,24,3869,86,408,511,648,656,418,93,19,2842,535,1199,1184,1076,1203,716,242,76,6226,98,117,92,70,49,43,7,0,470,34,66,81,116,128,99,48,5,572,667,1383,1356,1258,1380,854,296,79,7270,13,15,20,25,38,36,12,5,164,187,238,264,280,339,280,202,109,1908,1227,3330,3437,3280,3381,2207,744,251,17854
SED40038,157,56,28,20,9,0,474,12,55,63,30,46,21,6,4,240,213,701,567,303,200,140,41,9,2161,87,415,481,337,323,195,66,15,1917,701,1395,1314,1074,887,525,243,66,6207,125,202,140,80,76,37,6,0,669,59,67,98,82,99,49,21,11,489,883,1671,1556,1235,1058,611,272,82,7367,17,31,22,34,28,20,8,4,157,366,481,433,368,349,312,254,191,2757,1576,3545,3279,2368,2027,1316,643,308,15068
