SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL10022,..,0,37,79,56,52,48,24,0,296,..,10,26,19,15,10,6,3,0,89,..,0,6,10,10,4,3,4,0,31,388,..,..,..,..,..,..,..,..,388,..,80,..,..,..,..,..,..,..,80,..,104,62,15,15,0,0,0,0,203,..,22,21,3,11,13,0,3,0,72,..,9,6,5,3,3,0,0,0,20,..,0,0,8,11,6,3,0,0,34,..,0,10,15,9,17,15,5,0,84,3,3,8,4,0,4,3,0,0,29,392,232,184,162,134,104,84,38,5,1327,..,3,69,76,45,51,41,12,0,307,..,11,28,22,15,9,5,0,0,91,..,16,64,72,67,38,20,5,6,297,382,..,..,..,..,..,..,..,..,382,..,69,..,..,..,..,..,..,..,69,..,74,40,12,7,0,0,0,0,133,..,22,12,6,7,15,12,3,0,76,..,3,0,0,0,0,0,0,0,11
SAL10023,..,0,0,0,0,0,12,0,0,17,..,0,3,6,5,3,0,0,0,20,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,10,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,18,12,5,4,15,15,3,0,77,..,0,0,0,4,3,5,0,0,22,..,0,4,5,4,3,0,0,0,15,..,0,0,5,0,0,0,0,0,5,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10024,..,0,0,5,0,4,6,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,11,5,0,3,31,..,0,0,0,4,5,3,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10025,..,11,285,519,597,558,387,180,42,2583,..,68,248,121,119,65,23,10,4,652,..,0,16,34,33,31,16,5,4,133,1448,..,..,..,..,..,..,..,..,1448,..,314,..,..,..,..,..,..,..,314,..,400,184,59,23,10,4,0,0,685,..,32,18,19,16,12,15,15,5,120,..,20,26,9,15,5,0,0,0,72,..,16,32,18,19,23,12,0,0,117,..,11,40,28,36,75,63,40,24,316,17,18,18,7,6,10,3,0,4,81,1463,889,868,805,855,792,515,251,84,6521,..,18,382,550,606,574,336,145,15,2626,..,97,258,112,109,53,22,7,0,669,..,16,101,121,144,61,23,21,16,503,1298,..,..,..,..,..,..,..,..,1298,..,377,..,..,..,..,..,..,..,377,..,306,116,17,18,6,6,0,0,457,..,28,11,8,3,26,43,22,17,160,..,24,9,3,3,5,3,0,0,60
SAL10026,..,3,107,164,165,258,237,138,27,1108,..,32,136,61,44,39,19,4,0,331,..,0,0,14,26,19,8,5,0,78,576,..,..,..,..,..,..,..,..,576,..,98,..,..,..,..,..,..,..,98,..,179,102,32,30,9,0,0,0,350,..,22,18,6,16,10,15,4,5,93,..,19,15,10,7,0,0,0,0,50,..,17,11,10,15,14,15,5,0,95,..,9,31,30,56,68,55,25,20,293,9,13,17,13,8,3,5,0,0,67,586,391,426,346,364,429,354,186,55,3131,..,4,137,178,194,264,221,94,18,1111,..,60,130,59,46,35,16,5,0,341,..,22,60,82,91,56,19,18,7,351,539,..,..,..,..,..,..,..,..,539,..,127,..,..,..,..,..,..,..,127,..,132,51,14,9,9,4,0,0,218,..,20,16,3,9,27,28,11,11,120,..,9,10,4,7,6,0,0,0,27
SAL10027,..,0,68,130,159,139,195,89,18,799,..,11,73,42,33,24,20,9,0,214,..,0,0,8,11,6,3,0,4,27,375,..,..,..,..,..,..,..,..,375,..,76,..,..,..,..,..,..,..,76,..,49,26,14,10,8,3,0,0,106,..,6,5,3,0,0,0,0,0,19,..,6,3,0,0,5,0,0,0,11,..,32,38,4,9,9,6,0,3,99,..,23,41,43,60,67,54,32,11,332,10,9,10,5,8,4,5,0,0,49,379,217,262,257,285,251,285,138,37,2113,..,6,80,134,165,170,167,70,11,804,..,23,64,44,37,22,11,8,0,209,..,6,12,43,52,22,10,10,7,158,288,..,..,..,..,..,..,..,..,288,..,98,..,..,..,..,..,..,..,98,..,46,11,4,8,6,0,0,0,69,..,6,8,0,4,0,9,4,5,26,..,0,4,0,6,0,0,0,0,4
SAL10028,..,0,12,21,13,26,47,22,4,142,..,0,5,5,7,8,0,3,0,25,..,0,0,0,0,0,0,0,0,5,48,..,..,..,..,..,..,..,..,48,..,15,..,..,..,..,..,..,..,15,..,9,7,0,0,3,0,0,0,28,..,0,0,0,0,0,0,3,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,7,12,10,0,30,0,0,0,3,0,0,0,0,0,5,48,37,31,31,25,48,61,37,5,326,..,0,11,19,17,39,33,22,0,149,..,4,3,6,5,3,4,0,0,25,..,0,10,3,3,0,0,0,0,21,56,..,..,..,..,..,..,..,..,56,..,7,..,..,..,..,..,..,..,7,..,10,4,0,0,0,0,0,0,17,..,0,0,0,0,3,3,4,0,10,..,0,0,0,0,0,0,0,0,0
SAL10029,..,0,10,3,7,11,6,3,0,33,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,5,3,0,9,0,0,0,0,0,0,0,0,0,0,15,9,16,3,6,17,13,5,0,70,..,0,7,4,7,14,3,4,0,36,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10030,..,0,209,395,286,147,72,28,7,1144,..,56,586,324,154,72,24,4,0,1213,..,0,0,16,23,9,4,0,0,54,523,..,..,..,..,..,..,..,..,523,..,85,..,..,..,..,..,..,..,85,..,33,30,4,9,3,0,0,0,89,..,20,26,0,4,8,6,3,0,70,..,14,33,11,6,3,5,0,0,79,..,90,341,74,35,21,13,9,0,588,..,30,241,207,129,111,53,18,4,794,16,9,40,8,8,7,0,0,0,94,535,337,1510,1048,656,380,182,63,13,4724,..,3,272,396,215,118,56,25,3,1093,..,72,556,228,85,33,20,4,0,1013,..,0,5,30,51,32,9,6,3,139,480,..,..,..,..,..,..,..,..,480,..,88,..,..,..,..,..,..,..,88,..,26,16,4,4,4,0,0,0,53,..,19,23,12,0,6,4,9,0,78,..,6,42,4,0,5,0,0,0,58
SAL10031,..,0,28,105,169,245,149,50,10,765,..,0,17,17,8,10,3,0,0,57,..,0,0,0,0,10,3,0,0,17,269,..,..,..,..,..,..,..,..,269,..,100,..,..,..,..,..,..,..,100,..,101,104,17,6,0,0,0,0,231,..,4,9,0,3,0,5,4,4,29,..,3,0,0,0,0,0,0,0,3,..,0,6,0,4,0,4,0,0,8,..,0,6,4,3,0,14,0,4,34,0,0,4,0,0,0,0,0,0,12,264,212,165,145,197,276,180,58,14,1519,..,3,46,123,174,244,132,30,4,769,..,0,20,20,7,6,0,0,0,50,..,0,3,7,17,21,8,0,4,61,260,..,..,..,..,..,..,..,..,260,..,148,..,..,..,..,..,..,..,148,..,64,84,12,3,6,0,0,0,167,..,0,0,0,0,11,9,8,4,38,..,5,3,0,0,0,0,0,0,7
SAL10032,..,0,0,3,0,6,3,0,0,20,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,4,4,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,0,0,10,3,4,0,37,..,0,0,4,4,4,4,0,0,22,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10033,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10034,..,0,0,0,4,0,4,0,0,15,..,0,6,4,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,6,6,4,7,4,3,0,36,..,0,0,3,4,9,9,0,0,19,..,0,0,0,4,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4
SAL10035,..,0,0,0,6,0,7,5,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,6,11,5,0,43,..,0,0,0,4,0,5,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10036,..,4,65,324,442,294,213,126,52,1511,..,6,36,45,66,30,15,7,0,207,..,0,0,4,13,7,0,3,5,35,814,..,..,..,..,..,..,..,..,814,..,271,..,..,..,..,..,..,..,271,..,131,72,24,26,15,0,0,0,266,..,6,8,3,7,4,6,6,5,44,..,10,16,12,13,6,4,3,0,61,..,10,20,9,5,3,3,0,0,46,..,8,17,17,14,26,47,49,23,183,10,11,4,3,8,3,0,0,0,34,823,449,239,440,585,393,287,196,85,3487,..,5,87,379,438,278,202,105,25,1518,..,12,46,45,68,26,12,6,0,210,..,0,5,29,44,34,16,16,12,161,727,..,..,..,..,..,..,..,..,727,..,258,..,..,..,..,..,..,..,258,..,96,54,10,12,7,5,0,0,178,..,8,6,3,9,3,20,19,11,82,..,13,14,8,8,4,0,0,0,43
SAL10037,..,0,0,0,5,3,5,0,0,18,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,8,10,0,0,35,..,0,0,4,3,6,3,0,0,16,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10038,..,14,207,247,138,186,142,67,20,1024,..,8,55,38,23,12,14,0,0,157,..,0,0,3,12,15,7,3,0,47,371,..,..,..,..,..,..,..,..,371,..,110,..,..,..,..,..,..,..,110,..,61,83,34,21,8,0,0,0,211,..,30,36,10,9,11,12,0,3,97,..,34,53,11,12,4,6,0,0,113,..,47,85,17,5,12,16,0,0,184,..,5,41,32,33,59,22,22,4,227,4,5,8,5,0,4,0,0,0,28,375,314,576,401,255,305,210,102,30,2572,..,39,257,232,165,184,104,46,8,1033,..,13,64,30,17,14,3,4,0,158,..,0,13,34,44,48,33,14,8,185,321,..,..,..,..,..,..,..,..,321,..,115,..,..,..,..,..,..,..,115,..,48,56,18,11,5,3,0,0,144,..,25,30,10,16,15,24,15,13,141,..,22,40,10,5,0,5,0,0,78
SAL10039,..,0,0,0,4,6,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,9,0,0,0,28,..,0,5,0,11,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10040,..,0,3,5,0,5,3,4,0,27,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,3,5,6,4,9,9,12,12,5,0,62,..,0,4,3,9,4,3,3,0,25,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,4,..,..,..,..,..,..,..,4,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10041,..,0,4,0,4,3,9,0,0,30,..,0,0,4,8,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,6,..,4,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,5,7,3,3,4,25,0,0,0,0,5,0,0,0,0,5,14,8,8,6,24,13,18,8,4,95,..,0,6,4,5,4,4,3,0,26,..,0,0,5,4,0,0,0,0,11,..,0,0,0,0,0,5,0,0,3,12,..,..,..,..,..,..,..,..,12,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10042,..,0,0,3,0,0,7,0,0,14,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,24,..,0,0,0,0,5,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10043,..,0,0,0,0,3,5,3,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,5,3,0,22,..,0,0,3,0,4,0,3,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10044,..,0,4,3,3,17,4,3,0,27,..,0,0,0,0,5,0,0,0,6,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,6,..,..,..,..,..,..,..,6,..,6,6,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,8,3,4,12,19,5,8,0,71,..,0,5,6,7,7,9,0,0,35,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,5,0,0,0,3,8,..,..,..,..,..,..,..,..,8,..,11,..,..,..,..,..,..,..,11,..,5,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10045,..,0,3,10,19,38,18,6,0,104,..,0,0,7,0,0,5,0,0,14,..,0,0,0,0,0,0,0,0,5,27,..,..,..,..,..,..,..,..,27,..,10,..,..,..,..,..,..,..,10,..,4,7,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,3,3,0,0,8,..,0,0,3,0,0,4,0,0,12,0,0,0,0,5,4,0,0,0,9,29,19,17,21,32,54,33,7,4,213,..,0,5,10,28,33,17,11,0,98,..,0,0,3,3,8,4,0,0,17,..,0,0,0,3,3,0,0,0,9,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,4,4,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,7,0,0,0,0,0,0,0,6
SAL10046,..,0,55,142,170,197,255,199,75,1084,..,17,61,39,43,44,12,15,0,229,..,0,0,7,19,14,4,3,6,53,453,..,..,..,..,..,..,..,..,453,..,106,..,..,..,..,..,..,..,106,..,81,46,24,17,15,0,0,0,183,..,7,7,0,4,10,8,6,3,50,..,4,13,4,8,4,0,0,0,29,..,8,9,8,5,5,7,0,0,41,..,0,13,18,27,65,61,36,24,249,5,13,4,3,3,5,8,5,0,44,459,249,208,244,299,350,357,262,106,2532,..,3,71,171,183,212,252,163,31,1092,..,21,65,39,43,44,15,8,0,234,..,0,37,54,66,34,14,20,6,233,441,..,..,..,..,..,..,..,..,441,..,106,..,..,..,..,..,..,..,106,..,63,29,16,16,9,0,0,0,123,..,6,3,0,3,9,22,10,17,74,..,3,6,0,0,6,0,0,0,20
SAL10047,..,0,0,4,3,4,6,5,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,8,3,0,5,7,0,44,..,0,0,8,0,6,5,3,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10048,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,3,0,0,14,..,0,0,0,5,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
